temp,prec,wind,demand,j
75.5,23.92,1.89,150,3
75.5,23.92,1.89,163,4
75.5,23.92,1.89,170,10
75.5,23.92,1.89,184,2
75.5,23.92,1.89,203,6
75.5,23.92,1.89,211,1
75.5,23.92,1.89,223,5
75.5,23.92,1.89,252,8
75.5,23.92,1.89,269,9
75.5,55.26,2.36,107,7
75.5,55.26,2.36,127,4
75.5,55.26,2.36,128,3
75.5,55.26,2.36,136,10
75.5,55.26,2.36,140,2
75.5,55.26,2.36,164,6
75.5,55.26,2.36,174,1
75.5,55.26,2.36,183,5
75.5,55.26,2.36,197,8
75.5,55.26,2.36,211,9
75.7,29.11,4.64,117,7
75.7,29.11,4.64,132,3
75.7,29.11,4.64,135,4
75.7,29.11,4.64,151,2
75.7,29.11,4.64,155,10
75.7,29.11,4.64,172,6
75.7,29.11,4.64,180,1
75.7,29.11,4.64,192,5
75.7,29.11,4.64,209,8
75.7,29.11,4.64,233,9
75.7,57.4,2.72,109,7
75.7,57.4,2.72,120,3
75.7,57.4,2.72,126,4
75.7,57.4,2.72,136,10
75.7,57.4,2.72,143,2
75.7,57.4,2.72,163,6
75.7,57.4,2.72,164,1
75.7,57.4,2.72,169,5
75.7,57.4,2.72,198,8
75.7,57.4,2.72,203,9
75.8,41.95,2.55,126,7
75.8,41.95,2.55,139,3
75.8,41.95,2.55,142,4
75.8,41.95,2.55,152,2
75.8,41.95,2.55,154,10
75.8,41.95,2.55,176,6
75.8,41.95,2.55,191,1
75.8,41.95,2.55,196,5
75.8,41.95,2.55,217,8
75.8,41.95,2.55,233,9
75.9,50.44,0.67,130,7
75.9,50.44,0.67,142,3
75.9,50.44,0.67,146,4
75.9,50.44,0.67,157,2
75.9,50.44,0.67,158,10
75.9,50.44,0.67,184,6
75.9,50.44,0.67,187,1
75.9,50.44,0.67,195,5
75.9,50.44,0.67,226,8
75.9,50.44,0.67,240,9
76.1,11.68,4.65,128,7
76.1,11.68,4.65,141,3
76.1,11.68,4.65,153,4
76.1,11.68,4.65,164,2
76.1,11.68,4.65,164,10
76.1,11.68,4.65,196,6
76.1,11.68,4.65,202,1
76.1,11.68,4.65,205,5
76.1,11.68,4.65,231,8
76.1,11.68,4.65,250,9
76.1,53.75,3.25,107,7
76.1,53.75,3.25,117,3
76.1,53.75,3.25,128,4
76.1,53.75,3.25,133,10
76.1,53.75,3.25,140,2
76.1,53.75,3.25,162,1
76.1,53.75,3.25,166,6
76.1,53.75,3.25,178,5
76.1,53.75,3.25,193,8
76.1,53.75,3.25,210,9
76.1,55.58,3.39,105,7
76.1,55.58,3.39,122,3
76.1,55.58,3.39,125,4
76.1,55.58,3.39,135,10
76.1,55.58,3.39,143,2
76.1,55.58,3.39,154,6
76.1,55.58,3.39,165,1
76.1,55.58,3.39,165,5
76.1,55.58,3.39,195,8
76.1,55.58,3.39,207,9
76.3,15.71,2.02,142,7
76.3,15.71,2.02,156,3
76.3,15.71,2.02,161,4
76.3,15.71,2.02,181,10
76.3,15.71,2.02,183,2
76.3,15.71,2.02,214,6
76.3,15.71,2.02,224,1
76.3,15.71,2.02,229,5
76.3,15.71,2.02,262,8
76.3,15.71,2.02,283,9
76.3,19.01,0.93,152,7
76.3,19.01,0.93,165,3
76.3,19.01,0.93,171,4
76.3,19.01,0.93,188,10
76.3,19.01,0.93,195,2
76.3,19.01,0.93,220,6
76.3,19.01,0.93,230,1
76.3,19.01,0.93,243,5
76.3,19.01,0.93,265,8
76.3,19.01,0.93,290,9
76.3,46.13,4.97,108,7
76.3,46.13,4.97,117,3
76.3,46.13,4.97,122,4
76.3,46.13,4.97,130,10
76.3,46.13,4.97,135,2
76.3,46.13,4.97,157,1
76.3,46.13,4.97,161,6
76.3,46.13,4.97,172,5
76.3,46.13,4.97,191,8
76.3,46.13,4.97,208,9
76.6,29.52,4.6,122,7
76.6,29.52,4.6,129,3
76.6,29.52,4.6,136,4
76.6,29.52,4.6,147,10
76.6,29.52,4.6,155,2
76.6,29.52,4.6,180,1
76.6,29.52,4.6,180,6
76.6,29.52,4.6,186,5
76.6,29.52,4.6,213,8
76.6,29.52,4.6,234,9
76.8,5.8,4.98,136,7
76.8,5.8,4.98,149,3
76.8,5.8,4.98,158,4
76.8,5.8,4.98,166,10
76.8,5.8,4.98,177,2
76.8,5.8,4.98,194,6
76.8,5.8,4.98,205,1
76.8,5.8,4.98,208,5
76.8,5.8,4.98,239,8
76.8,5.8,4.98,261,9
76.8,39.01,0.59,141,7
76.8,39.01,0.59,152,3
76.8,39.01,0.59,159,4
76.8,39.01,0.59,170,2
76.8,39.01,0.59,175,10
76.8,39.01,0.59,196,6
76.8,39.01,0.59,206,1
76.8,39.01,0.59,211,5
76.8,39.01,0.59,247,8
76.8,39.01,0.59,262,9
76.9,58.77,3.06,105,7
76.9,58.77,3.06,118,3
76.9,58.77,3.06,120,4
76.9,58.77,3.06,133,10
76.9,58.77,3.06,135,2
76.9,58.77,3.06,153,6
76.9,58.77,3.06,166,1
76.9,58.77,3.06,169,5
76.9,58.77,3.06,191,8
76.9,58.77,3.06,209,9
77.3,25.02,3.49,131,7
77.3,25.02,3.49,142,3
77.3,25.02,3.49,146,4
77.3,25.02,3.49,158,10
77.3,25.02,3.49,170,2
77.3,25.02,3.49,191,6
77.3,25.02,3.49,202,1
77.3,25.02,3.49,206,5
77.3,25.02,3.49,239,8
77.3,25.02,3.49,252,9
77.4,49.42,2.67,113,7
77.4,49.42,2.67,128,4
77.4,49.42,2.67,132,3
77.4,49.42,2.67,146,10
77.4,49.42,2.67,153,2
77.4,49.42,2.67,172,6
77.4,49.42,2.67,180,1
77.4,49.42,2.67,189,5
77.4,49.42,2.67,209,8
77.4,49.42,2.67,223,9
77.5,30.38,4.38,123,7
77.5,30.38,4.38,136,3
77.5,30.38,4.38,140,4
77.5,30.38,4.38,154,10
77.5,30.38,4.38,158,2
77.5,30.38,4.38,181,6
77.5,30.38,4.38,183,1
77.5,30.38,4.38,193,5
77.5,30.38,4.38,222,8
77.5,30.38,4.38,236,9
77.6,24.16,1.18,148,7
77.6,24.16,1.18,158,3
77.6,24.16,1.18,170,4
77.6,24.16,1.18,179,10
77.6,24.16,1.18,184,2
77.6,24.16,1.18,216,6
77.6,24.16,1.18,220,1
77.6,24.16,1.18,234,5
77.6,24.16,1.18,262,8
77.6,24.16,1.18,281,9
77.6,35.56,0.98,133,7
77.6,35.56,0.98,146,3
77.6,35.56,0.98,152,4
77.6,35.56,0.98,171,10
77.6,35.56,0.98,178,2
77.6,35.56,0.98,203,6
77.6,35.56,0.98,209,1
77.6,35.56,0.98,213,5
77.6,35.56,0.98,245,8
77.6,35.56,0.98,258,9
78,4.74,3.89,145,7
78,4.74,3.89,159,3
78,4.74,3.89,160,4
78,4.74,3.89,180,10
78,4.74,3.89,186,2
78,4.74,3.89,208,6
78,4.74,3.89,217,1
78,4.74,3.89,228,5
78,4.74,3.89,255,8
78,4.74,3.89,277,9
78.1,4.09,0.01,168,7
78.1,4.09,0.01,187,3
78.1,4.09,0.01,197,4
78.1,4.09,0.01,212,10
78.1,4.09,0.01,216,2
78.1,4.09,0.01,252,6
78.1,4.09,0.01,262,1
78.1,4.09,0.01,267,5
78.1,4.09,0.01,302,8
78.1,4.09,0.01,323,9
78.3,4.57,2.29,149,7
78.3,4.57,2.29,167,3
78.3,4.57,2.29,178,4
78.3,4.57,2.29,190,10
78.3,4.57,2.29,199,2
78.3,4.57,2.29,228,6
78.3,4.57,2.29,231,1
78.3,4.57,2.29,243,5
78.3,4.57,2.29,278,8
78.3,4.57,2.29,298,9
78.4,19.06,3.61,130,7
78.4,19.06,3.61,144,3
78.4,19.06,3.61,155,4
78.4,19.06,3.61,171,2
78.4,19.06,3.61,171,10
78.4,19.06,3.61,202,6
78.4,19.06,3.61,207,1
78.4,19.06,3.61,218,5
78.4,19.06,3.61,238,8
78.4,19.06,3.61,256,9
78.6,55.47,1.52,121,7
78.6,55.47,1.52,134,4
78.6,55.47,1.52,135,3
78.6,55.47,1.52,146,10
78.6,55.47,1.52,150,2
78.6,55.47,1.52,175,6
78.6,55.47,1.52,180,1
78.6,55.47,1.52,187,5
78.6,55.47,1.52,208,8
78.6,55.47,1.52,222,9
78.8,18.27,1.93,142,7
78.8,18.27,1.93,156,3
78.8,18.27,1.93,164,4
78.8,18.27,1.93,181,10
78.8,18.27,1.93,191,2
78.8,18.27,1.93,214,6
78.8,18.27,1.93,228,1
78.8,18.27,1.93,233,5
78.8,18.27,1.93,258,8
78.8,18.27,1.93,282,9
79.3,56.65,1.2,123,7
79.3,56.65,1.2,126,3
79.3,56.65,1.2,131,4
79.3,56.65,1.2,147,10
79.3,56.65,1.2,155,2
79.3,56.65,1.2,173,6
79.3,56.65,1.2,181,1
79.3,56.65,1.2,193,5
79.3,56.65,1.2,210,8
79.3,56.65,1.2,225,9
79.4,35.28,1.04,137,7
79.4,35.28,1.04,156,3
79.4,35.28,1.04,161,4
79.4,35.28,1.04,177,10
79.4,35.28,1.04,178,2
79.4,35.28,1.04,201,6
79.4,35.28,1.04,209,1
79.4,35.28,1.04,218,5
79.4,35.28,1.04,249,8
79.4,35.28,1.04,260,9
79.6,0.76,0.08,173,7
79.6,0.76,0.08,187,3
79.6,0.76,0.08,198,4
79.6,0.76,0.08,215,10
79.6,0.76,0.08,219,2
79.6,0.76,0.08,259,6
79.6,0.76,0.08,267,1
79.6,0.76,0.08,278,5
79.6,0.76,0.08,317,8
79.6,0.76,0.08,330,9
79.6,53.54,0.31,126,7
79.6,53.54,0.31,142,4
79.6,53.54,0.31,143,3
79.6,53.54,0.31,157,10
79.6,53.54,0.31,164,2
79.6,53.54,0.31,183,6
79.6,53.54,0.31,191,1
79.6,53.54,0.31,201,5
79.6,53.54,0.31,228,8
79.6,53.54,0.31,237,9
79.8,59.33,0.97,115,7
79.8,59.33,0.97,126,3
79.8,59.33,0.97,137,4
79.8,59.33,0.97,144,10
79.8,59.33,0.97,157,2
79.8,59.33,0.97,177,6
79.8,59.33,0.97,179,1
79.8,59.33,0.97,190,5
79.8,59.33,0.97,215,8
79.8,59.33,0.97,222,9
79.9,28.38,3.04,133,7
79.9,28.38,3.04,150,3
79.9,28.38,3.04,155,4
79.9,28.38,3.04,168,10
79.9,28.38,3.04,169,2
79.9,28.38,3.04,199,6
79.9,28.38,3.04,205,1
79.9,28.38,3.04,205,5
79.9,28.38,3.04,236,8
79.9,28.38,3.04,251,9
80,42.39,0.37,131,7
80,42.39,0.37,151,3
80,42.39,0.37,154,4
80,42.39,0.37,173,10
80,42.39,0.37,179,2
80,42.39,0.37,207,6
80,42.39,0.37,211,1
80,42.39,0.37,220,5
80,42.39,0.37,242,8
80,42.39,0.37,258,9
80.2,52.58,0.69,124,7
80.2,52.58,0.69,134,3
80.2,52.58,0.69,144,4
80.2,52.58,0.69,161,10
80.2,52.58,0.69,165,2
80.2,52.58,0.69,181,6
80.2,52.58,0.69,190,1
80.2,52.58,0.69,204,5
80.2,52.58,0.69,225,8
80.2,52.58,0.69,238,9
80.4,34.91,4.19,126,7
80.4,34.91,4.19,131,3
80.4,34.91,4.19,140,4
80.4,34.91,4.19,153,10
80.4,34.91,4.19,156,2
80.4,34.91,4.19,181,6
80.4,34.91,4.19,188,1
80.4,34.91,4.19,191,5
80.4,34.91,4.19,212,8
80.4,34.91,4.19,235,9
80.5,25.85,1.87,142,7
80.5,25.85,1.87,152,3
80.5,25.85,1.87,165,4
80.5,25.85,1.87,179,10
80.5,25.85,1.87,187,2
80.5,25.85,1.87,208,6
80.5,25.85,1.87,222,1
80.5,25.85,1.87,223,5
80.5,25.85,1.87,255,8
80.5,25.85,1.87,269,9
80.5,35.83,1.33,137,7
80.5,35.83,1.33,155,3
80.5,35.83,1.33,157,4
80.5,35.83,1.33,171,10
80.5,35.83,1.33,181,2
80.5,35.83,1.33,201,6
80.5,35.83,1.33,206,1
80.5,35.83,1.33,213,5
80.5,35.83,1.33,248,8
80.5,35.83,1.33,258,9
80.6,10.91,4.12,140,7
80.6,10.91,4.12,149,3
80.6,10.91,4.12,163,4
80.6,10.91,4.12,172,10
80.6,10.91,4.12,181,2
80.6,10.91,4.12,202,6
80.6,10.91,4.12,212,1
80.6,10.91,4.12,219,5
80.6,10.91,4.12,253,8
80.6,10.91,4.12,267,9
80.6,11.88,4.33,141,7
80.6,11.88,4.33,148,3
80.6,11.88,4.33,153,4
80.6,11.88,4.33,173,2
80.6,11.88,4.33,173,10
80.6,11.88,4.33,198,6
80.6,11.88,4.33,210,1
80.6,11.88,4.33,221,5
80.6,11.88,4.33,250,8
80.6,11.88,4.33,262,9
80.9,21.55,0.47,158,7
80.9,21.55,0.47,172,3
80.9,21.55,0.47,177,4
80.9,21.55,0.47,195,10
80.9,21.55,0.47,196,2
80.9,21.55,0.47,225,6
80.9,21.55,0.47,237,1
80.9,21.55,0.47,250,5
80.9,21.55,0.47,272,8
80.9,21.55,0.47,290,9
81,38.6,4.63,120,7
81,38.6,4.63,127,3
81,38.6,4.63,135,4
81,38.6,4.63,144,2
81,38.6,4.63,147,10
81,38.6,4.63,168,6
81,38.6,4.63,182,1
81,38.6,4.63,182,5
81,38.6,4.63,210,8
81,38.6,4.63,217,9
81,40.15,3.57,118,7
81,40.15,3.57,130,3
81,40.15,3.57,141,4
81,40.15,3.57,152,10
81,40.15,3.57,159,2
81,40.15,3.57,182,6
81,40.15,3.57,187,5
81,40.15,3.57,188,1
81,40.15,3.57,213,8
81,40.15,3.57,232,9
81.1,13.36,4.52,140,7
81.1,13.36,4.52,144,3
81.1,13.36,4.52,156,4
81.1,13.36,4.52,168,10
81.1,13.36,4.52,177,2
81.1,13.36,4.52,195,6
81.1,13.36,4.52,208,1
81.1,13.36,4.52,215,5
81.1,13.36,4.52,238,8
81.1,13.36,4.52,256,9
81.1,31.25,1.54,144,7
81.1,31.25,1.54,157,3
81.1,31.25,1.54,164,4
81.1,31.25,1.54,170,10
81.1,31.25,1.54,177,2
81.1,31.25,1.54,212,6
81.1,31.25,1.54,216,1
81.1,31.25,1.54,223,5
81.1,31.25,1.54,249,8
81.1,31.25,1.54,270,9
81.1,50.69,2.71,113,7
81.1,50.69,2.71,129,4
81.1,50.69,2.71,132,3
81.1,50.69,2.71,148,10
81.1,50.69,2.71,152,2
81.1,50.69,2.71,171,6
81.1,50.69,2.71,177,1
81.1,50.69,2.71,192,5
81.1,50.69,2.71,209,8
81.1,50.69,2.71,230,9
81.3,32.64,2.43,130,7
81.3,32.64,2.43,143,3
81.3,32.64,2.43,149,4
81.3,32.64,2.43,170,10
81.3,32.64,2.43,175,2
81.3,32.64,2.43,193,6
81.3,32.64,2.43,207,5
81.3,32.64,2.43,208,1
81.3,32.64,2.43,236,8
81.3,32.64,2.43,252,9
81.7,17.78,2.13,150,7
81.7,17.78,2.13,163,3
81.7,17.78,2.13,170,4
81.7,17.78,2.13,189,10
81.7,17.78,2.13,191,2
81.7,17.78,2.13,218,6
81.7,17.78,2.13,227,1
81.7,17.78,2.13,238,5
81.7,17.78,2.13,268,8
81.7,17.78,2.13,285,9
81.7,41.56,3.07,121,7
81.7,41.56,3.07,135,3
81.7,41.56,3.07,142,4
81.7,41.56,3.07,159,10
81.7,41.56,3.07,162,2
81.7,41.56,3.07,180,6
81.7,41.56,3.07,192,1
81.7,41.56,3.07,192,5
81.7,41.56,3.07,224,8
81.7,41.56,3.07,238,9
81.7,44.62,0.68,132,7
81.7,44.62,0.68,146,3
81.7,44.62,0.68,148,4
81.7,44.62,0.68,168,10
81.7,44.62,0.68,177,2
81.7,44.62,0.68,203,6
81.7,44.62,0.68,209,1
81.7,44.62,0.68,215,5
81.7,44.62,0.68,243,8
81.7,44.62,0.68,251,9
81.7,55.32,1.97,117,7
81.7,55.32,1.97,126,3
81.7,55.32,1.97,131,4
81.7,55.32,1.97,151,2
81.7,55.32,1.97,152,10
81.7,55.32,1.97,178,6
81.7,55.32,1.97,184,1
81.7,55.32,1.97,187,5
81.7,55.32,1.97,211,8
81.7,55.32,1.97,220,9
81.8,29.21,0.22,149,7
81.8,29.21,0.22,167,4
81.8,29.21,0.22,170,3
81.8,29.21,0.22,185,10
81.8,29.21,0.22,194,2
81.8,29.21,0.22,223,6
81.8,29.21,0.22,229,1
81.8,29.21,0.22,238,5
81.8,29.21,0.22,268,8
81.8,29.21,0.22,288,9
81.8,55.72,2.56,116,7
81.8,55.72,2.56,122,3
81.8,55.72,2.56,126,4
81.8,55.72,2.56,144,10
81.8,55.72,2.56,150,2
81.8,55.72,2.56,166,6
81.8,55.72,2.56,177,5
81.8,55.72,2.56,179,1
81.8,55.72,2.56,211,8
81.8,55.72,2.56,214,9
82,13.18,1.77,150,7
82,13.18,1.77,166,3
82,13.18,1.77,174,4
82,13.18,1.77,196,2
82,13.18,1.77,196,10
82,13.18,1.77,230,6
82,13.18,1.77,238,1
82,13.18,1.77,246,5
82,13.18,1.77,281,8
82,13.18,1.77,296,9
82,14.76,0.87,154,7
82,14.76,0.87,178,3
82,14.76,0.87,179,4
82,14.76,0.87,199,10
82,14.76,0.87,209,2
82,14.76,0.87,233,6
82,14.76,0.87,246,1
82,14.76,0.87,257,5
82,14.76,0.87,281,8
82,14.76,0.87,308,9
82.1,25.82,2.13,138,7
82.1,25.82,2.13,151,3
82.1,25.82,2.13,157,4
82.1,25.82,2.13,173,10
82.1,25.82,2.13,177,2
82.1,25.82,2.13,210,6
82.1,25.82,2.13,219,1
82.1,25.82,2.13,225,5
82.1,25.82,2.13,250,8
82.1,25.82,2.13,274,9
82.1,37.28,4.68,122,7
82.1,37.28,4.68,130,4
82.1,37.28,4.68,132,3
82.1,37.28,4.68,147,10
82.1,37.28,4.68,150,2
82.1,37.28,4.68,175,6
82.1,37.28,4.68,176,1
82.1,37.28,4.68,182,5
82.1,37.28,4.68,210,8
82.1,37.28,4.68,227,9
82.2,41.44,2.91,125,7
82.2,41.44,2.91,134,3
82.2,41.44,2.91,139,4
82.2,41.44,2.91,155,2
82.2,41.44,2.91,161,10
82.2,41.44,2.91,189,1
82.2,41.44,2.91,189,6
82.2,41.44,2.91,192,5
82.2,41.44,2.91,228,8
82.2,41.44,2.91,235,9
82.3,12.06,3.88,143,7
82.3,12.06,3.88,152,3
82.3,12.06,3.88,156,4
82.3,12.06,3.88,180,10
82.3,12.06,3.88,181,2
82.3,12.06,3.88,205,6
82.3,12.06,3.88,221,1
82.3,12.06,3.88,226,5
82.3,12.06,3.88,249,8
82.3,12.06,3.88,269,9
82.4,43.7,0.39,142,7
82.4,43.7,0.39,151,4
82.4,43.7,0.39,153,3
82.4,43.7,0.39,175,10
82.4,43.7,0.39,179,2
82.4,43.7,0.39,203,6
82.4,43.7,0.39,210,1
82.4,43.7,0.39,215,5
82.4,43.7,0.39,240,8
82.4,43.7,0.39,257,9
82.4,47.86,4.67,105,7
82.4,47.86,4.67,121,4
82.4,47.86,4.67,123,3
82.4,47.86,4.67,137,2
82.4,47.86,4.67,139,10
82.4,47.86,4.67,158,6
82.4,47.86,4.67,171,1
82.4,47.86,4.67,177,5
82.4,47.86,4.67,200,8
82.4,47.86,4.67,208,9
82.4,52.61,0.13,125,7
82.4,52.61,0.13,144,3
82.4,52.61,0.13,150,4
82.4,52.61,0.13,163,10
82.4,52.61,0.13,164,2
82.4,52.61,0.13,196,6
82.4,52.61,0.13,199,1
82.4,52.61,0.13,208,5
82.4,52.61,0.13,233,8
82.4,52.61,0.13,246,9
82.6,2.34,0.16,175,7
82.6,2.34,0.16,191,3
82.6,2.34,0.16,194,4
82.6,2.34,0.16,223,10
82.6,2.34,0.16,227,2
82.6,2.34,0.16,258,6
82.6,2.34,0.16,268,1
82.6,2.34,0.16,273,5
82.6,2.34,0.16,316,8
82.6,2.34,0.16,333,9
82.6,34.18,4.96,119,7
82.6,34.18,4.96,125,3
82.6,34.18,4.96,130,4
82.6,34.18,4.96,143,10
82.6,34.18,4.96,157,2
82.6,34.18,4.96,177,6
82.6,34.18,4.96,182,1
82.6,34.18,4.96,185,5
82.6,34.18,4.96,215,8
82.6,34.18,4.96,227,9
82.6,53.77,0.53,125,7
82.6,53.77,0.53,141,3
82.6,53.77,0.53,148,4
82.6,53.77,0.53,155,10
82.6,53.77,0.53,165,2
82.6,53.77,0.53,192,6
82.6,53.77,0.53,200,1
82.6,53.77,0.53,203,5
82.6,53.77,0.53,232,8
82.6,53.77,0.53,243,9
82.7,14.46,2.89,150,7
82.7,14.46,2.89,159,3
82.7,14.46,2.89,168,4
82.7,14.46,2.89,178,10
82.7,14.46,2.89,187,2
82.7,14.46,2.89,216,6
82.7,14.46,2.89,223,1
82.7,14.46,2.89,228,5
82.7,14.46,2.89,262,8
82.7,14.46,2.89,284,9
82.8,32.81,3.24,131,7
82.8,32.81,3.24,142,4
82.8,32.81,3.24,145,3
82.8,32.81,3.24,162,10
82.8,32.81,3.24,167,2
82.8,32.81,3.24,195,6
82.8,32.81,3.24,201,1
82.8,32.81,3.24,206,5
82.8,32.81,3.24,230,8
82.8,32.81,3.24,244,9
82.8,43.49,0.96,136,7
82.8,43.49,0.96,150,4
82.8,43.49,0.96,151,3
82.8,43.49,0.96,167,10
82.8,43.49,0.96,171,2
82.8,43.49,0.96,200,6
82.8,43.49,0.96,208,1
82.8,43.49,0.96,216,5
82.8,43.49,0.96,241,8
82.8,43.49,0.96,257,9
82.9,10.49,0.07,163,7
82.9,10.49,0.07,188,3
82.9,10.49,0.07,191,4
82.9,10.49,0.07,206,10
82.9,10.49,0.07,215,2
82.9,10.49,0.07,253,1
82.9,10.49,0.07,254,6
82.9,10.49,0.07,268,5
82.9,10.49,0.07,304,8
82.9,10.49,0.07,324,9
82.9,12.09,4.8,135,7
82.9,12.09,4.8,149,3
82.9,12.09,4.8,159,4
82.9,12.09,4.8,175,10
82.9,12.09,4.8,178,2
82.9,12.09,4.8,203,6
82.9,12.09,4.8,211,1
82.9,12.09,4.8,218,5
82.9,12.09,4.8,238,8
82.9,12.09,4.8,260,9
82.9,29.87,2.83,136,7
82.9,29.87,2.83,144,3
82.9,29.87,2.83,151,4
82.9,29.87,2.83,165,10
82.9,29.87,2.83,168,2
82.9,29.87,2.83,200,6
82.9,29.87,2.83,201,1
82.9,29.87,2.83,209,5
82.9,29.87,2.83,244,8
82.9,29.87,2.83,257,9
83.1,24.65,3.44,137,7
83.1,24.65,3.44,153,3
83.1,24.65,3.44,156,4
83.1,24.65,3.44,169,10
83.1,24.65,3.44,170,2
83.1,24.65,3.44,205,6
83.1,24.65,3.44,206,1
83.1,24.65,3.44,213,5
83.1,24.65,3.44,245,8
83.1,24.65,3.44,260,9
83.1,43.8,2.88,126,7
83.1,43.8,2.88,136,4
83.1,43.8,2.88,138,3
83.1,43.8,2.88,151,10
83.1,43.8,2.88,158,2
83.1,43.8,2.88,185,6
83.1,43.8,2.88,193,1
83.1,43.8,2.88,195,5
83.1,43.8,2.88,220,8
83.1,43.8,2.88,237,9
83.3,2.02,3.21,152,7
83.3,2.02,3.21,169,3
83.3,2.02,3.21,179,4
83.3,2.02,3.21,198,10
83.3,2.02,3.21,201,2
83.3,2.02,3.21,229,6
83.3,2.02,3.21,233,1
83.3,2.02,3.21,243,5
83.3,2.02,3.21,271,8
83.3,2.02,3.21,295,9
83.3,40.39,1.64,128,7
83.3,40.39,1.64,144,3
83.3,40.39,1.64,148,4
83.3,40.39,1.64,167,10
83.3,40.39,1.64,174,2
83.3,40.39,1.64,199,1
83.3,40.39,1.64,201,6
83.3,40.39,1.64,210,5
83.3,40.39,1.64,243,8
83.3,40.39,1.64,253,9
83.4,8.43,2.78,147,7
83.4,8.43,2.78,163,3
83.4,8.43,2.78,176,4
83.4,8.43,2.78,186,10
83.4,8.43,2.78,193,2
83.4,8.43,2.78,222,6
83.4,8.43,2.78,237,1
83.4,8.43,2.78,243,5
83.4,8.43,2.78,277,8
83.4,8.43,2.78,295,9
83.5,3.05,4.72,148,7
83.5,3.05,4.72,158,4
83.5,3.05,4.72,162,3
83.5,3.05,4.72,177,10
83.5,3.05,4.72,188,2
83.5,3.05,4.72,208,6
83.5,3.05,4.72,223,1
83.5,3.05,4.72,229,5
83.5,3.05,4.72,257,8
83.5,3.05,4.72,277,9
83.6,7.65,0.78,169,7
83.6,7.65,0.78,185,3
83.6,7.65,0.78,188,4
83.6,7.65,0.78,209,10
83.6,7.65,0.78,216,2
83.6,7.65,0.78,244,6
83.6,7.65,0.78,259,1
83.6,7.65,0.78,270,5
83.6,7.65,0.78,296,8
83.6,7.65,0.78,314,9
83.6,45.48,2.62,122,7
83.6,45.48,2.62,138,3
83.6,45.48,2.62,141,4
83.6,45.48,2.62,150,10
83.6,45.48,2.62,154,2
83.6,45.48,2.62,180,6
83.6,45.48,2.62,187,1
83.6,45.48,2.62,201,5
83.6,45.48,2.62,219,8
83.6,45.48,2.62,237,9
83.7,34.65,4.13,122,7
83.7,34.65,4.13,136,4
83.7,34.65,4.13,139,3
83.7,34.65,4.13,157,10
83.7,34.65,4.13,159,2
83.7,34.65,4.13,188,6
83.7,34.65,4.13,189,1
83.7,34.65,4.13,197,5
83.7,34.65,4.13,222,8
83.7,34.65,4.13,240,9
84.1,11.38,1.71,160,7
84.1,11.38,1.71,171,3
84.1,11.38,1.71,182,4
84.1,11.38,1.71,202,10
84.1,11.38,1.71,203,2
84.1,11.38,1.71,233,6
84.1,11.38,1.71,245,1
84.1,11.38,1.71,252,5
84.1,11.38,1.71,287,8
84.1,11.38,1.71,299,9
84.1,40.65,4.41,115,7
84.1,40.65,4.41,130,4
84.1,40.65,4.41,133,3
84.1,40.65,4.41,148,10
84.1,40.65,4.41,155,2
84.1,40.65,4.41,169,6
84.1,40.65,4.41,178,1
84.1,40.65,4.41,186,5
84.1,40.65,4.41,213,8
84.1,40.65,4.41,225,9
84.1,45.52,1.41,131,7
84.1,45.52,1.41,142,3
84.1,45.52,1.41,153,4
84.1,45.52,1.41,165,10
84.1,45.52,1.41,172,2
84.1,45.52,1.41,195,6
84.1,45.52,1.41,198,1
84.1,45.52,1.41,212,5
84.1,45.52,1.41,236,8
84.1,45.52,1.41,254,9
84.2,22.26,0.9,152,7
84.2,22.26,0.9,164,3
84.2,22.26,0.9,170,4
84.2,22.26,0.9,191,10
84.2,22.26,0.9,202,2
84.2,22.26,0.9,223,6
84.2,22.26,0.9,231,1
84.2,22.26,0.9,246,5
84.2,22.26,0.9,280,8
84.2,22.26,0.9,289,9
84.3,27.76,0.55,153,7
84.3,27.76,0.55,170,3
84.3,27.76,0.55,173,4
84.3,27.76,0.55,189,10
84.3,27.76,0.55,193,2
84.3,27.76,0.55,227,6
84.3,27.76,0.55,234,1
84.3,27.76,0.55,245,5
84.3,27.76,0.55,270,8
84.3,27.76,0.55,286,9
84.4,20.83,3.37,134,7
84.4,20.83,3.37,152,3
84.4,20.83,3.37,162,4
84.4,20.83,3.37,175,10
84.4,20.83,3.37,177,2
84.4,20.83,3.37,204,6
84.4,20.83,3.37,218,1
84.4,20.83,3.37,224,5
84.4,20.83,3.37,250,8
84.4,20.83,3.37,269,9
84.4,48.8,3.9,111,7
84.4,48.8,3.9,125,3
84.4,48.8,3.9,128,4
84.4,48.8,3.9,139,10
84.4,48.8,3.9,144,2
84.4,48.8,3.9,171,6
84.4,48.8,3.9,175,1
84.4,48.8,3.9,177,5
84.4,48.8,3.9,201,8
84.4,48.8,3.9,217,9
84.6,17.92,4.58,138,7
84.6,17.92,4.58,148,3
84.6,17.92,4.58,151,4
84.6,17.92,4.58,165,10
84.6,17.92,4.58,167,2
84.6,17.92,4.58,198,6
84.6,17.92,4.58,203,1
84.6,17.92,4.58,211,5
84.6,17.92,4.58,242,8
84.6,17.92,4.58,257,9
84.6,53.17,2.17,118,7
84.6,53.17,2.17,134,3
